review_id,order_id,product_id,rating,review_text,review_time,duygu,guven,yildiz,compound
1868,5694,935,5,"Excellent product, highly recommend!",2025-08-13,positive,0.861,5,0.7773
1869,5706,1030,3,Okay overall.,2025-10-02,neutral,0.641,3,0.2263
1870,5706,1086,5,"Excellent product, highly recommend!",2024-04-18,positive,0.861,5,0.7773
1871,5728,234,5,"Excellent product, highly recommend!",2021-10-07,positive,0.861,5,0.7773
1872,5732,522,3,Okay overall.,2024-11-03,neutral,0.641,3,0.2263
1873,5732,1099,5,"Excellent product, highly recommend!",2025-08-29,positive,0.861,5,0.7773
1874,5735,556,5,"Excellent product, highly recommend!",2022-05-02,positive,0.861,5,0.7773
1875,5735,637,5,"Excellent product, highly recommend!",2023-09-27,positive,0.861,5,0.7773
1876,5738,742,5,"Excellent product, highly recommend!",2023-04-18,positive,0.861,5,0.7773
1877,5738,920,3,Okay overall.,2020-05-24,neutral,0.641,3,0.2263
1878,5738,1005,5,"Excellent product, highly recommend!",2022-05-28,positive,0.861,5,0.7773
1879,5741,1197,4,Good value for money!,2023-11-03,positive,0.822,5,0.68
1880,5741,1008,5,"Excellent product, highly recommend!",2021-12-27,positive,0.861,5,0.7773
1881,5741,1155,3,Okay overall.,2021-07-21,neutral,0.641,3,0.2263
1882,5741,1039,4,Good value for money!,2020-08-31,positive,0.822,5,0.68
1883,5744,1112,3,Okay overall.,2020-10-28,neutral,0.641,3,0.2263
1884,5749,867,4,Good value for money!,2021-04-02,positive,0.822,5,0.68
1885,5750,176,5,"Excellent product, highly recommend!",2022-08-07,positive,0.861,5,0.7773
1886,5751,373,1,"Very disappointed, would not buy again.",2024-04-27,negative,0.76,1,-0.5256
1887,5752,422,1,"Very disappointed, would not buy again.",2022-08-27,negative,0.76,1,-0.5256
1888,5752,549,5,"Excellent product, highly recommend!",2020-09-02,positive,0.861,5,0.7773
1889,5763,526,1,"Very disappointed, would not buy again.",2021-08-12,negative,0.76,1,-0.5256
1890,5763,22,5,"Excellent product, highly recommend!",2025-10-08,positive,0.861,5,0.7773
1891,5765,901,5,"Excellent product, highly recommend!",2024-10-22,positive,0.861,5,0.7773
1892,5773,269,5,"Excellent product, highly recommend!",2024-03-06,positive,0.861,5,0.7773
1893,5800,1171,4,Good value for money!,2024-01-31,positive,0.822,5,0.68
1894,5800,579,5,"Excellent product, highly recommend!",2024-10-26,positive,0.861,5,0.7773
1895,5800,352,5,"Excellent product, highly recommend!",2023-08-10,positive,0.861,5,0.7773
1896,5802,1043,4,Good value for money!,2022-04-29,positive,0.822,5,0.68
1897,5808,1001,4,Good value for money!,2024-02-16,positive,0.822,5,0.68
1898,5808,988,5,"Excellent product, highly recommend!",2025-03-07,positive,0.861,5,0.7773
1899,5815,581,5,"Excellent product, highly recommend!",2024-03-09,positive,0.861,5,0.7773
1900,5816,899,4,Good value for money!,2023-08-26,positive,0.822,5,0.68
1901,5816,221,5,"Excellent product, highly recommend!",2020-09-28,positive,0.861,5,0.7773
1902,5816,257,1,"Very disappointed, would not buy again.",2023-03-29,negative,0.76,1,-0.5256
1903,5817,1007,4,Good value for money!,2025-01-14,positive,0.822,5,0.68
1904,5821,313,5,"Excellent product, highly recommend!",2022-02-19,positive,0.861,5,0.7773
1905,5821,608,4,Good value for money!,2024-03-08,positive,0.822,5,0.68
1906,5822,991,4,Good value for money!,2021-12-17,positive,0.822,5,0.68
1907,5822,896,4,Good value for money!,2025-09-21,positive,0.822,5,0.68
1908,5822,1187,5,"Excellent product, highly recommend!",2025-07-06,positive,0.861,5,0.7773
1909,5822,902,5,"Excellent product, highly recommend!",2022-03-11,positive,0.861,5,0.7773
1910,5829,1074,2,Not great quality.,2024-07-04,negative,0.754,1,-0.5096
1911,5829,1023,5,"Excellent product, highly recommend!",2023-10-04,positive,0.861,5,0.7773
1912,5829,355,5,"Excellent product, highly recommend!",2024-03-29,positive,0.861,5,0.7773
1913,5831,730,4,Good value for money!,2024-09-08,positive,0.822,5,0.68
1914,5831,755,4,Good value for money!,2023-04-28,positive,0.822,5,0.68
1915,5834,837,4,Good value for money!,2021-10-03,positive,0.822,5,0.68
1916,5834,944,5,"Excellent product, highly recommend!",2021-11-26,positive,0.861,5,0.7773
1917,5834,257,4,Good value for money!,2023-05-17,positive,0.822,5,0.68
1918,5838,364,5,"Excellent product, highly recommend!",2023-11-08,positive,0.861,5,0.7773
1919,5840,226,5,"Excellent product, highly recommend!",2022-06-03,positive,0.861,5,0.7773
1920,5840,459,4,Good value for money!,2020-01-07,positive,0.822,5,0.68
1921,5843,556,3,Okay overall.,2020-10-22,neutral,0.641,3,0.2263
1922,5843,617,5,"Excellent product, highly recommend!",2025-09-21,positive,0.861,5,0.7773
1923,5843,564,4,Good value for money!,2020-08-22,positive,0.822,5,0.68
1924,5844,924,2,Not great quality.,2023-04-02,negative,0.754,1,-0.5096
1925,5844,1005,5,"Excellent product, highly recommend!",2023-10-15,positive,0.861,5,0.7773
1926,5844,1069,4,Good value for money!,2023-10-09,positive,0.822,5,0.68
1927,5845,1020,5,"Excellent product, highly recommend!",2024-09-28,positive,0.861,5,0.7773
1928,5849,908,3,Okay overall.,2021-08-06,neutral,0.641,3,0.2263
1929,5849,374,5,"Excellent product, highly recommend!",2021-03-25,positive,0.861,5,0.7773
1930,5857,226,4,Good value for money!,2022-09-22,positive,0.822,5,0.68
1931,5870,1137,4,Good value for money!,2022-06-04,positive,0.822,5,0.68
1932,5872,231,4,Good value for money!,2023-07-24,positive,0.822,5,0.68
1933,5874,1077,5,"Excellent product, highly recommend!",2024-03-04,positive,0.861,5,0.7773
1934,5875,631,3,Okay overall.,2023-02-23,neutral,0.641,3,0.2263
1935,5878,1030,4,Good value for money!,2025-04-14,positive,0.822,5,0.68
1936,5886,677,1,"Very disappointed, would not buy again.",2023-12-12,negative,0.76,1,-0.5256
1937,5892,203,3,Okay overall.,2025-06-14,neutral,0.641,3,0.2263
1938,5897,671,5,"Excellent product, highly recommend!",2021-12-03,positive,0.861,5,0.7773
1939,5897,583,1,"Very disappointed, would not buy again.",2020-03-18,negative,0.76,1,-0.5256
1940,5897,682,5,"Excellent product, highly recommend!",2021-02-24,positive,0.861,5,0.7773
1941,5897,973,5,"Excellent product, highly recommend!",2025-02-17,positive,0.861,5,0.7773
1942,5897,531,5,"Excellent product, highly recommend!",2022-05-08,positive,0.861,5,0.7773
1943,5903,354,5,"Excellent product, highly recommend!",2021-05-10,positive,0.861,5,0.7773
1944,5908,635,4,Good value for money!,2023-07-24,positive,0.822,5,0.68
1945,5908,583,4,Good value for money!,2024-07-03,positive,0.822,5,0.68
1946,5908,555,1,"Very disappointed, would not buy again.",2020-10-08,negative,0.76,1,-0.5256
1947,5928,1100,4,Good value for money!,2020-11-12,positive,0.822,5,0.68
1948,5934,770,5,"Excellent product, highly recommend!",2021-05-30,positive,0.861,5,0.7773
1949,5934,62,3,Okay overall.,2023-12-31,neutral,0.641,3,0.2263
1950,5943,383,5,"Excellent product, highly recommend!",2021-01-04,positive,0.861,5,0.7773
1951,5943,924,5,"Excellent product, highly recommend!",2020-07-01,positive,0.861,5,0.7773
1952,5948,638,3,Okay overall.,2025-02-20,neutral,0.641,3,0.2263
1953,5966,418,5,"Excellent product, highly recommend!",2023-02-17,positive,0.861,5,0.7773
1954,5975,557,5,"Excellent product, highly recommend!",2023-05-31,positive,0.861,5,0.7773
1955,5975,891,5,"Excellent product, highly recommend!",2020-12-15,positive,0.861,5,0.7773
1956,5977,477,1,"Very disappointed, would not buy again.",2025-08-13,negative,0.76,1,-0.5256
1957,5977,511,5,"Excellent product, highly recommend!",2020-09-07,positive,0.861,5,0.7773
1958,5978,1123,2,Not great quality.,2024-01-20,negative,0.754,1,-0.5096
1959,5996,1177,4,Good value for money!,2024-06-20,positive,0.822,5,0.68
1960,5998,466,4,Good value for money!,2022-05-14,positive,0.822,5,0.68
1961,5998,403,5,"Excellent product, highly recommend!",2023-09-02,positive,0.861,5,0.7773
1962,5998,1144,3,Okay overall.,2023-02-06,neutral,0.641,3,0.2263
1963,6001,74,4,Good value for money!,2020-11-11,positive,0.822,5,0.68
1964,6001,73,5,"Excellent product, highly recommend!",2025-05-13,positive,0.861,5,0.7773
1965,6001,77,5,"Excellent product, highly recommend!",2023-12-09,positive,0.861,5,0.7773
1966,6005,757,5,"Excellent product, highly recommend!",2022-04-04,positive,0.861,5,0.7773
1967,6005,838,5,"Excellent product, highly recommend!",2022-07-14,positive,0.861,5,0.7773
1968,6005,795,5,"Excellent product, highly recommend!",2025-04-08,positive,0.861,5,0.7773
1969,6016,488,5,"Excellent product, highly recommend!",2021-05-01,positive,0.861,5,0.7773
1970,6019,910,5,"Excellent product, highly recommend!",2023-07-03,positive,0.861,5,0.7773
1971,6019,480,4,Good value for money!,2020-03-01,positive,0.822,5,0.68
1972,6020,40,4,Good value for money!,2020-04-20,positive,0.822,5,0.68
1973,6020,24,3,Okay overall.,2020-10-08,neutral,0.641,3,0.2263
1974,6020,377,5,"Excellent product, highly recommend!",2023-03-09,positive,0.861,5,0.7773
1975,6021,1056,2,Not great quality.,2020-09-25,negative,0.754,1,-0.5096
1976,6021,308,4,Good value for money!,2025-07-13,positive,0.822,5,0.68
1977,6024,592,2,Not great quality.,2025-05-04,negative,0.754,1,-0.5096
1978,6033,451,1,"Very disappointed, would not buy again.",2022-04-01,negative,0.76,1,-0.5256
1979,6033,503,4,Good value for money!,2023-07-19,positive,0.822,5,0.68
1980,6038,1196,5,"Excellent product, highly recommend!",2023-02-06,positive,0.861,5,0.7773
1981,6050,1089,4,Good value for money!,2021-10-10,positive,0.822,5,0.68
1982,6051,601,5,"Excellent product, highly recommend!",2024-07-19,positive,0.861,5,0.7773
1983,6060,1129,4,Good value for money!,2020-02-26,positive,0.822,5,0.68
1984,6060,1187,4,Good value for money!,2020-01-08,positive,0.822,5,0.68
1985,6060,1160,5,"Excellent product, highly recommend!",2020-01-13,positive,0.861,5,0.7773
1986,6060,159,1,"Very disappointed, would not buy again.",2024-10-17,negative,0.76,1,-0.5256
1987,6069,920,4,Good value for money!,2022-06-25,positive,0.822,5,0.68
1988,6069,925,4,Good value for money!,2023-04-23,positive,0.822,5,0.68
1989,6071,359,5,"Excellent product, highly recommend!",2023-01-10,positive,0.861,5,0.7773
1990,6071,504,3,Okay overall.,2024-12-09,neutral,0.641,3,0.2263
1991,6071,426,4,Good value for money!,2024-01-10,positive,0.822,5,0.68
1992,6076,1131,3,Okay overall.,2023-09-22,neutral,0.641,3,0.2263
1993,6076,918,5,"Excellent product, highly recommend!",2025-08-16,positive,0.861,5,0.7773
1994,6082,1031,5,"Excellent product, highly recommend!",2023-10-18,positive,0.861,5,0.7773
1995,6100,234,1,"Very disappointed, would not buy again.",2020-09-10,negative,0.76,1,-0.5256
1996,6100,37,2,Not great quality.,2022-01-20,negative,0.754,1,-0.5096
1997,6100,889,5,"Excellent product, highly recommend!",2022-05-20,positive,0.861,5,0.7773
1998,6102,1121,3,Okay overall.,2024-08-08,neutral,0.641,3,0.2263
1999,6103,1051,5,"Excellent product, highly recommend!",2022-04-25,positive,0.861,5,0.7773
2000,6103,1197,3,Okay overall.,2022-06-05,neutral,0.641,3,0.2263
2001,6108,472,5,"Excellent product, highly recommend!",2020-06-06,positive,0.861,5,0.7773
2002,6115,839,4,Good value for money!,2022-04-28,positive,0.822,5,0.68
2003,6115,741,5,"Excellent product, highly recommend!",2022-09-30,positive,0.861,5,0.7773
2004,6118,424,2,Not great quality.,2023-12-21,negative,0.754,1,-0.5096
2005,6118,1034,1,"Very disappointed, would not buy again.",2024-08-30,negative,0.76,1,-0.5256
2006,6118,679,4,Good value for money!,2022-01-04,positive,0.822,5,0.68
2007,6119,832,4,Good value for money!,2022-02-27,positive,0.822,5,0.68
2008,6120,1140,3,Okay overall.,2020-08-12,neutral,0.641,3,0.2263
2009,6122,323,3,Okay overall.,2023-09-06,neutral,0.641,3,0.2263
2010,6128,827,4,Good value for money!,2020-07-10,positive,0.822,5,0.68
2011,6131,606,4,Good value for money!,2023-09-29,positive,0.822,5,0.68
2012,6132,470,4,Good value for money!,2023-11-27,positive,0.822,5,0.68
2013,6133,1073,3,Okay overall.,2021-10-07,neutral,0.641,3,0.2263
2014,6137,1035,2,Not great quality.,2020-01-12,negative,0.754,1,-0.5096
2015,6137,112,5,"Excellent product, highly recommend!",2020-12-06,positive,0.861,5,0.7773
2016,6140,910,4,Good value for money!,2024-04-30,positive,0.822,5,0.68
2017,6140,906,3,Okay overall.,2024-01-07,neutral,0.641,3,0.2263
2018,6150,1087,4,Good value for money!,2023-05-03,positive,0.822,5,0.68
2019,6155,808,5,"Excellent product, highly recommend!",2024-05-23,positive,0.861,5,0.7773
2020,6155,700,5,"Excellent product, highly recommend!",2023-12-02,positive,0.861,5,0.7773
2021,6155,852,3,Okay overall.,2025-02-01,neutral,0.641,3,0.2263
2022,6165,711,3,Okay overall.,2024-12-19,neutral,0.641,3,0.2263
2023,6165,794,3,Okay overall.,2024-11-21,neutral,0.641,3,0.2263
2024,6169,1171,4,Good value for money!,2022-07-19,positive,0.822,5,0.68
2025,6171,962,5,"Excellent product, highly recommend!",2025-03-14,positive,0.861,5,0.7773
2026,6171,289,5,"Excellent product, highly recommend!",2022-05-11,positive,0.861,5,0.7773
2027,6181,377,4,Good value for money!,2022-12-25,positive,0.822,5,0.68
2028,6181,104,4,Good value for money!,2024-09-28,positive,0.822,5,0.68
2029,6181,534,5,"Excellent product, highly recommend!",2020-09-02,positive,0.861,5,0.7773
2030,6181,914,3,Okay overall.,2021-04-24,neutral,0.641,3,0.2263
2031,6195,1123,5,"Excellent product, highly recommend!",2022-06-15,positive,0.861,5,0.7773
2032,6195,492,4,Good value for money!,2023-07-03,positive,0.822,5,0.68
2033,6199,356,2,Not great quality.,2021-07-27,negative,0.754,1,-0.5096
2034,6199,1074,5,"Excellent product, highly recommend!",2021-04-24,positive,0.861,5,0.7773
2035,6199,1172,5,"Excellent product, highly recommend!",2021-02-07,positive,0.861,5,0.7773
2036,6199,829,5,"Excellent product, highly recommend!",2021-07-25,positive,0.861,5,0.7773
2037,6200,1177,5,"Excellent product, highly recommend!",2022-12-19,positive,0.861,5,0.7773
2038,6205,927,4,Good value for money!,2021-07-12,positive,0.822,5,0.68
2039,6205,954,3,Okay overall.,2022-08-07,neutral,0.641,3,0.2263
2040,6211,1155,5,"Excellent product, highly recommend!",2025-05-11,positive,0.861,5,0.7773
2041,6216,923,4,Good value for money!,2023-11-16,positive,0.822,5,0.68
2042,6220,851,3,Okay overall.,2024-10-09,neutral,0.641,3,0.2263
2043,6220,1024,3,Okay overall.,2021-01-24,neutral,0.641,3,0.2263
2044,6241,563,5,"Excellent product, highly recommend!",2020-12-01,positive,0.861,5,0.7773
2045,6241,996,3,Okay overall.,2024-10-05,neutral,0.641,3,0.2263
2046,6241,342,2,Not great quality.,2023-01-25,negative,0.754,1,-0.5096
2047,6241,809,5,"Excellent product, highly recommend!",2024-01-26,positive,0.861,5,0.7773
2048,6243,421,4,Good value for money!,2022-12-25,positive,0.822,5,0.68
2049,6250,411,5,"Excellent product, highly recommend!",2023-04-01,positive,0.861,5,0.7773
2050,6251,917,3,Okay overall.,2021-07-11,neutral,0.641,3,0.2263
2051,6258,1138,5,"Excellent product, highly recommend!",2020-04-21,positive,0.861,5,0.7773
2052,6258,1179,5,"Excellent product, highly recommend!",2021-06-12,positive,0.861,5,0.7773
2053,6267,866,5,"Excellent product, highly recommend!",2022-09-21,positive,0.861,5,0.7773
2054,6275,731,5,"Excellent product, highly recommend!",2022-07-22,positive,0.861,5,0.7773
2055,6275,501,5,"Excellent product, highly recommend!",2025-02-06,positive,0.861,5,0.7773
2056,6275,920,4,Good value for money!,2021-03-13,positive,0.822,5,0.68
2057,6280,1153,5,"Excellent product, highly recommend!",2023-10-03,positive,0.861,5,0.7773
2058,6280,996,4,Good value for money!,2020-05-20,positive,0.822,5,0.68
2059,6280,475,5,"Excellent product, highly recommend!",2025-09-04,positive,0.861,5,0.7773
2060,6282,1132,3,Okay overall.,2020-05-19,neutral,0.641,3,0.2263
2061,6283,273,4,Good value for money!,2022-09-05,positive,0.822,5,0.68
2062,6283,308,5,"Excellent product, highly recommend!",2021-11-15,positive,0.861,5,0.7773
2063,6291,335,4,Good value for money!,2025-09-08,positive,0.822,5,0.68
2064,6301,300,5,"Excellent product, highly recommend!",2025-09-04,positive,0.861,5,0.7773
2065,6303,1096,5,"Excellent product, highly recommend!",2024-05-08,positive,0.861,5,0.7773
2066,6303,1133,3,Okay overall.,2020-08-12,neutral,0.641,3,0.2263
2067,6304,890,4,Good value for money!,2024-08-25,positive,0.822,5,0.68
2068,6304,95,3,Okay overall.,2024-02-21,neutral,0.641,3,0.2263
2069,6313,617,4,Good value for money!,2021-02-05,positive,0.822,5,0.68
2070,6331,231,5,"Excellent product, highly recommend!",2021-08-03,positive,0.861,5,0.7773
2071,6341,286,5,"Excellent product, highly recommend!",2024-03-12,positive,0.861,5,0.7773
2072,6344,1051,4,Good value for money!,2020-09-27,positive,0.822,5,0.68
2073,6344,1142,5,"Excellent product, highly recommend!",2020-10-30,positive,0.861,5,0.7773
2074,6344,1035,5,"Excellent product, highly recommend!",2022-08-20,positive,0.861,5,0.7773
2075,6348,1036,3,Okay overall.,2021-09-21,neutral,0.641,3,0.2263
2076,6378,772,4,Good value for money!,2025-09-30,positive,0.822,5,0.68
2077,6378,789,4,Good value for money!,2020-12-24,positive,0.822,5,0.68
2078,6386,719,4,Good value for money!,2023-12-29,positive,0.822,5,0.68
2079,6390,217,4,Good value for money!,2024-11-06,positive,0.822,5,0.68
2080,6390,1156,4,Good value for money!,2021-08-06,positive,0.822,5,0.68
2081,6392,935,5,"Excellent product, highly recommend!",2020-10-05,positive,0.861,5,0.7773
2082,6393,1090,1,"Very disappointed, would not buy again.",2023-03-08,negative,0.76,1,-0.5256
2083,6398,808,4,Good value for money!,2023-07-28,positive,0.822,5,0.68
2084,6398,286,4,Good value for money!,2023-08-02,positive,0.822,5,0.68
2085,6403,142,3,Okay overall.,2024-08-08,neutral,0.641,3,0.2263
2086,6405,884,2,Not great quality.,2021-07-03,negative,0.754,1,-0.5096
2087,6405,946,3,Okay overall.,2021-03-14,neutral,0.641,3,0.2263
2088,6422,593,5,"Excellent product, highly recommend!",2022-11-01,positive,0.861,5,0.7773
2089,6430,564,4,Good value for money!,2023-10-17,positive,0.822,5,0.68
2090,6430,866,4,Good value for money!,2022-10-01,positive,0.822,5,0.68
2091,6436,418,3,Okay overall.,2020-09-07,neutral,0.641,3,0.2263
2092,6439,935,5,"Excellent product, highly recommend!",2021-06-14,positive,0.861,5,0.7773
2093,6442,1178,4,Good value for money!,2020-07-13,positive,0.822,5,0.68
2094,6443,669,4,Good value for money!,2024-05-17,positive,0.822,5,0.68
2095,6449,1030,3,Okay overall.,2024-04-09,neutral,0.641,3,0.2263
2096,6463,1066,5,"Excellent product, highly recommend!",2020-03-13,positive,0.861,5,0.7773
2097,6463,1065,5,"Excellent product, highly recommend!",2023-09-02,positive,0.861,5,0.7773
2098,6463,456,5,"Excellent product, highly recommend!",2021-07-27,positive,0.861,5,0.7773
2099,6465,1085,5,"Excellent product, highly recommend!",2021-11-07,positive,0.861,5,0.7773
2100,6465,675,5,"Excellent product, highly recommend!",2023-07-28,positive,0.861,5,0.7773
2101,6474,280,3,Okay overall.,2025-03-16,neutral,0.641,3,0.2263
2102,6499,161,3,Okay overall.,2024-08-21,neutral,0.641,3,0.2263
2103,6501,562,5,"Excellent product, highly recommend!",2021-04-09,positive,0.861,5,0.7773
